- - - - - - - experiments/1_class/10_in_clusters.argos experiments/1_class/10_in_lines.argos experiments/1_class/3_in_clusters.argos experiments/1_class/3_in_lines.argos experiments/1_class/4_in_clusters.argos experiments/1_class/4_in_lines.argos experiments/1_class/5_in_clusters.argos experiments/1_class/5_in_lines.argos experiments/1_class/6_in_clusters.argos experiments/1_class/7_in_clusters.argos experiments/2_class/10_in_clusters.argos experiments/2_class/10_in_lines.argos experiments/2_class/3_in_clusters.argos experiments/2_class/3_in_lines.argos experiments/2_class/4_in_clusters.argos experiments/2_class/4_in_lines.argos experiments/2_class/5_in_clusters.argos experiments/2_class/5_in_lines.argos experiments/4_class/10_in_clusters.argos experiments/4_class/10_in_lines.argos experiments/4_class/12_uniform_0.05_density.argos experiments/4_class/12_uniform_0.10_density.argos experiments/4_class/12_uniform_0.20_density.argos experiments/4_class/16_uniform_0.05_density.argos experiments/4_class/16_uniform_0.10_density.argos experiments/4_class/16_uniform_0.20_density.argos experiments/4_class/20_uniform_0.05_density.argos experiments/4_class/20_uniform_0.10_density.argos experiments/4_class/20_uniform_0.20_density.argos experiments/4_class/3_in_clusters.argos experiments/4_class/3_in_lines.argos experiments/4_class/40_uniform_0.05_density.argos experiments/4_class/40_uniform_0.10_density.argos experiments/4_class/40_uniform_0.20_density.argos experiments/4_class/4_in_clusters.argos experiments/4_class/4_in_lines.argos experiments/4_class/5_in_clusters.argos experiments/4_class/5_in_lines.argos 
44 -1.0000 -1.0000 -1.0000 -1.0000 1.0000 -0.3333 5901746626.582 6552103013.785 2290316894.355 1782951818.817 2701069972.508 2993502941.134 3523317247.921 3602379257.482 7865204431.346 4663372328.578 2288316645.991 2398331662.732 565281390.734 483500670.577 1033164562.755 883450436.923 1062373279.438 888276846.374 506329406.996 557708959.980 218769474.738 120933254.152 58433729.533 196235491.925 201130413.557 100948191.589 279674537.310 305122680.450 238123570.294 174480734.753 119790799.307 544563876.738 493561336.794 450430644.446 295064704.000 154838786.291 323936259.038 346377817.982 
45 -1.0000 -1.0000 -1.0000 -1.0000 1.0000 0.0000 5901746626.582 6552103013.785 2290316894.355 1782951818.817 2701069972.508 2993502941.134 3523317247.921 3602379257.482 7865204431.346 4663372328.578 2288316645.991 2398331662.732 565281390.734 483500670.577 1033164562.755 883450436.923 1062373279.438 888276846.374 506329406.996 557708959.980 218769474.738 120933254.152 58433729.533 196235491.925 201130413.557 100948191.589 279674537.310 305122680.450 238123570.294 174480734.753 119790799.307 544563876.738 493561336.794 450430644.446 295064704.000 154838786.291 323936259.038 346377817.982 
46 -1.0000 -1.0000 -1.0000 -1.0000 1.0000 0.3333 5901746626.582 6552103013.785 2290316894.355 1782951818.817 2701069972.508 2993502941.134 3523317247.921 3602379257.482 7865204431.346 4663372328.578 2288316645.991 2398331662.732 565281390.734 483500670.577 1033164562.755 883450436.923 1062373279.438 888276846.374 506329406.996 557708959.980 218769474.738 120933254.152 58433729.533 196235491.925 201130413.557 100948191.589 279674537.310 305122680.450 238123570.294 174480734.753 119790799.307 544563876.738 493561336.794 450430644.446 295064704.000 154838786.291 323936259.038 346377817.982 
47 -1.0000 -1.0000 -1.0000 -1.0000 1.0000 0.6667 5901746626.582 6552103013.785 2290316894.355 1782951818.817 2701069972.508 2993502941.134 3523317247.921 3602379257.482 7865204431.346 4663372328.578 2288316645.991 2398331662.732 565281390.734 483500670.577 1033164562.755 883450436.923 1062373279.438 888276846.374 506329406.996 557708959.980 218769474.738 120933254.152 58433729.533 196235491.925 201130413.557 100948191.589 279674537.310 305122680.450 238123570.294 174480734.753 119790799.307 544563876.738 493561336.794 450430644.446 295064704.000 154838786.291 323936259.038 346377817.982 
48 -1.0000 -1.0000 -1.0000 -1.0000 1.0000 1.0000 5901746626.582 6552103013.785 2290316894.355 1782951818.817 2701069972.508 2993502941.134 3523317247.921 3602379257.482 7865204431.346 4663372328.578 2288316645.991 2398331662.732 565281390.734 483500670.577 1033164562.755 883450436.923 1062373279.438 888276846.374 506329406.996 557708959.980 218769474.738 120933254.152 58433729.533 196235491.925 201130413.557 100948191.589 279674537.310 305122680.450 238123570.294 174480734.753 119790799.307 544563876.738 493561336.794 450430644.446 295064704.000 154838786.291 323936259.038 346377817.982 
49 -1.0000 -1.0000 -1.0000 -0.6667 -1.0000 -1.0000 5901746626.582 6552103013.785 2290316894.355 1782951818.817 2701069972.508 2993502941.134 3523317247.921 3602379257.482 7865204431.346 4663372328.578 2920894321.150 2777372911.574 1016272327.683 923875644.738 1308207006.301 1174586101.140 1542505754.603 1588582520.787 1450236781.791 1360220528.213 432610142.367 439517892.805 434410059.601 540302670.304 589399252.542 659455365.954 731457560.185 745808460.460 646170674.087 430480666.669 393902919.214 1404998714.332 1392317935.603 1269309983.621 554404811.173 615244745.227 793970787.012 696654357.515 
50 -1.0000 -1.0000 -1.0000 -0.6667 -1.0000 -0.6667 5901746626.582 6552103013.785 2290316894.355 1782951818.817 2701069972.508 2993502941.134 3523317247.921 3602379257.482 7865204431.346 4663372328.578 2920894321.150 2777372911.574 1016272327.683 923875644.738 1308207006.301 1174586101.140 1542505754.603 1588582520.787 1450236781.791 1360220528.213 432610142.367 439517892.805 434410059.601 540302670.304 589399252.542 659455365.954 731457560.185 745808460.460 646170674.087 430480666.669 393902919.214 1404998714.332 1392317935.603 1269309983.621 554404811.173 615244745.227 793970787.012 696654357.515 
51 -1.0000 -1.0000 -1.0000 -0.6667 -1.0000 -0.3333 5901746626.582 6552103013.785 2290316894.355 1782951818.817 2701069972.508 2993502941.134 3523317247.921 3602379257.482 7865204431.346 4663372328.578 2920894321.150 2777372911.574 1016272327.683 923875644.738 1308207006.301 1174586101.140 1542505754.603 1588582520.787 1450236781.791 1360220528.213 432610142.367 439517892.805 434410059.601 540302670.304 589399252.542 659455365.954 731457560.185 745808460.460 646170674.087 430480666.669 393902919.214 1404998714.332 1392317935.603 1269309983.621 554404811.173 615244745.227 793970787.012 696654357.515 
52 -1.0000 -1.0000 -1.0000 -0.6667 -1.0000 0.0000 5901746626.582 6552103013.785 2290316894.355 1782951818.817 2701069972.508 2993502941.134 3523317247.921 3602379257.482 7865204431.346 4663372328.578 2920894321.150 2777372911.574 1016272327.683 923875644.738 1308207006.301 1174586101.140 1542505754.603 1588582520.787 1450236781.791 1360220528.213 432610142.367 439517892.805 434410059.601 540302670.304 589399252.542 659455365.954 731457560.185 745808460.460 646170674.087 430480666.669 393902919.214 1404998714.332 1392317935.603 1269309983.621 554404811.173 615244745.227 793970787.012 696654357.515 
53 -1.0000 -1.0000 -1.0000 -0.6667 -1.0000 0.3333 5901746626.582 6552103013.785 2290316894.355 1782951818.817 2701069972.508 2993502941.134 3523317247.921 3602379257.482 7865204431.346 4663372328.578 2920894321.150 2777372911.574 1016272327.683 923875644.738 1308207006.301 1174586101.140 1542505754.603 1588582520.787 1450236781.791 1360220528.213 432610142.367 439517892.805 434410059.601 540302670.304 589399252.542 659455365.954 731457560.185 745808460.460 646170674.087 430480666.669 393902919.214 1404998714.332 1392317935.603 1269309983.621 554404811.173 615244745.227 793970787.012 696654357.515 
54 -1.0000 -1.0000 -1.0000 -0.6667 -1.0000 0.6667 5901746626.582 6552103013.785 2290316894.355 1782951818.817 2701069972.508 2993502941.134 3523317247.921 3602379257.482 7865204431.346 4663372328.578 2920894321.150 2777372911.574 1016272327.683 923875644.738 1308207006.301 1174586101.140 1542505754.603 1588582520.787 1450236781.791 1360220528.213 432610142.367 439517892.805 434410059.601 540302670.304 589399252.542 659455365.954 731457560.185 745808460.460 646170674.087 430480666.669 393902919.214 1404998714.332 1392317935.603 1269309983.621 554404811.173 615244745.227 793970787.012 696654357.515 
55 -1.0000 -1.0000 -1.0000 -0.6667 -1.0000 1.0000 5901746626.582 6552103013.785 2290316894.355 1782951818.817 2701069972.508 2993502941.134 3523317247.921 3602379257.482 7865204431.346 4663372328.578 2920894321.150 2777372911.574 1016272327.683 923875644.738 1308207006.301 1174586101.140 1542505754.603 1588582520.787 1450236781.791 1360220528.213 432610142.367 439517892.805 434410059.601 540302670.304 589399252.542 659455365.954 731457560.185 745808460.460 646170674.087 430480666.669 393902919.214 1404998714.332 1392317935.603 1269309983.621 554404811.173 615244745.227 793970787.012 696654357.515 
56 -1.0000 -1.0000 -1.0000 -0.6667 -0.6667 -1.0000 5901746626.582 6552103013.785 2290316894.355 1782951818.817 2701069972.508 2993502941.134 3523317247.921 3602379257.482 7865204431.346 4663372328.578 3312283806.155 2562527446.862 1082550554.585 797760349.203 979122627.529 1168671415.356 1830269573.040 1547821299.663 1555034663.142 1444004234.370 378611382.463 313661458.138 163672968.390 377181602.756 625105831.429 296434815.893 747860401.557 745882233.012 590785180.402 458892065.557 110290320.087 1382640587.399 1475974623.836 1480978351.035 395697498.249 167204374.939 897911690.464 525235818.509 
57 -1.0000 -1.0000 -1.0000 -0.6667 -0.6667 -0.6667 5901746626.582 6552103013.785 2290316894.355 1782951818.817 2701069972.508 2993502941.134 3523317247.921 3602379257.482 7865204431.346 4663372328.578 3312283806.155 2562527446.862 1082550554.585 797760349.203 979122627.529 1168671415.356 1830269573.040 1547821299.663 1555034663.142 1444004234.370 378611382.463 313661458.138 163672968.390 377181602.756 625105831.429 296434815.893 747860401.557 745882233.012 590785180.402 458892065.557 110290320.087 1382640587.399 1475974623.836 1480978351.035 395697498.249 167204374.939 897911690.464 525235818.509 
58 -1.0000 -1.0000 -1.0000 -0.6667 -0.6667 -0.3333 5901746626.582 6552103013.785 2290316894.355 1782951818.817 2701069972.508 2993502941.134 3523317247.921 3602379257.482 7865204431.346 4663372328.578 3312283806.155 2562527446.862 1082550554.585 797760349.203 979122627.529 1168671415.356 1830269573.040 1547821299.663 1555034663.142 1444004234.370 378611382.463 313661458.138 163672968.390 377181602.756 625105831.429 296434815.893 747860401.557 745882233.012 590785180.402 458892065.557 110290320.087 1382640587.399 1475974623.836 1480978351.035 395697498.249 167204374.939 897911690.464 525235818.509 
59 -1.0000 -1.0000 -1.0000 -0.6667 -0.6667 0.0000 5901746626.582 6552103013.785 2290316894.355 1782951818.817 2701069972.508 2993502941.134 3523317247.921 3602379257.482 7865204431.346 4663372328.578 3312283806.155 2562527446.862 1082550554.585 797760349.203 979122627.529 1168671415.356 1830269573.040 1547821299.663 1555034663.142 1444004234.370 378611382.463 313661458.138 163672968.390 377181602.756 625105831.429 296434815.893 747860401.557 745882233.012 590785180.402 458892065.557 110290320.087 1382640587.399 1475974623.836 1480978351.035 395697498.249 167204374.939 897911690.464 525235818.509 
60 -1.0000 -1.0000 -1.0000 -0.6667 -0.6667 0.3333 5901746626.582 6552103013.785 2290316894.355 1782951818.817 2701069972.508 2993502941.134 3523317247.921 3602379257.482 7865204431.346 4663372328.578 3312283806.155 2562527446.862 1082550554.585 797760349.203 979122627.529 1168671415.356 1830269573.040 1547821299.663 1555034663.142 1444004234.370 378611382.463 313661458.138 163672968.390 377181602.756 625105831.429 296434815.893 747860401.557 745882233.012 590785180.402 458892065.557 110290320.087 1382640587.399 1475974623.836 1480978351.035 395697498.249 167204374.939 897911690.464 525235818.509 
61 -1.0000 -1.0000 -1.0000 -0.6667 -0.6667 0.6667 5901746626.582 6552103013.785 2290316894.355 1782951818.817 2701069972.508 2993502941.134 3523317247.921 3602379257.482 7865204431.346 4663372328.578 3312283806.155 2562527446.862 1082550554.585 797760349.203 979122627.529 1168671415.356 1830269573.040 1547821299.663 1555034663.142 1444004234.370 378611382.463 313661458.138 163672968.390 377181602.756 625105831.429 296434815.893 747860401.557 745882233.012 590785180.402 458892065.557 110290320.087 1382640587.399 1475974623.836 1480978351.035 395697498.249 167204374.939 897911690.464 525235818.509 
62 -1.0000 -1.0000 -1.0000 -0.6667 -0.6667 1.0000 5901746626.582 6552103013.785 2290316894.355 1782951818.817 2701069972.508 2993502941.134 3523317247.921 3602379257.482 7865204431.346 4663372328.578 3312283806.155 2562527446.862 1082550554.585 797760349.203 979122627.529 1168671415.356 1830269573.040 1547821299.663 1555034663.142 1444004234.370 378611382.463 313661458.138 163672968.390 377181602.756 625105831.429 296434815.893 747860401.557 745882233.012 590785180.402 458892065.557 110290320.087 1382640587.399 1475974623.836 1480978351.035 395697498.249 167204374.939 897911690.464 525235818.509 
63 -1.0000 -1.0000 -1.0000 -0.6667 -0.3333 -1.0000 5901746626.582 6552103013.785 2290316894.355 1782951818.817 2701069972.508 2993502941.134 3523317247.921 3602379257.482 7865204431.346 4663372328.578 2685721650.664 2594166304.999 713096599.353 913068102.917 993318696.965 747993111.130 1271730107.057 1384803283.070 729371691.540 827070187.942 -39759315.619 56599763.670 68469273.485 292860139.413 258788627.318 244376961.908 332465398.753 344728373.244 92809029.004 18766256.080 -146915356.845 806097077.030 782944945.211 640190035.043 287072208.639 233630034.647 374047828.732 435461315.947 
64 -1.0000 -1.0000 -1.0000 -0.6667 -0.3333 -0.6667 5901746626.582 6552103013.785 2290316894.355 1782951818.817 2701069972.508 2993502941.134 3523317247.921 3602379257.482 7865204431.346 4663372328.578 2685721650.664 2594166304.999 713096599.353 913068102.917 993318696.965 747993111.130 1271730107.057 1384803283.070 729371691.540 827070187.942 -39759315.619 56599763.670 68469273.485 292860139.413 258788627.318 244376961.908 332465398.753 344728373.244 92809029.004 18766256.080 -146915356.845 806097077.030 782944945.211 640190035.043 287072208.639 233630034.647 374047828.732 435461315.947 
65 -1.0000 -1.0000 -1.0000 -0.6667 -0.3333 -0.3333 5901746626.582 6552103013.785 2290316894.355 1782951818.817 2701069972.508 2993502941.134 3523317247.921 3602379257.482 7865204431.346 4663372328.578 2685721650.664 2594166304.999 713096599.353 913068102.917 993318696.965 747993111.130 1271730107.057 1384803283.070 729371691.540 827070187.942 -39759315.619 56599763.670 68469273.485 292860139.413 258788627.318 244376961.908 332465398.753 344728373.244 92809029.004 18766256.080 -146915356.845 806097077.030 782944945.211 640190035.043 287072208.639 233630034.647 374047828.732 435461315.947 
66 -1.0000 -1.0000 -1.0000 -0.6667 -0.3333 0.0000 5901746626.582 6552103013.785 2290316894.355 1782951818.817 2701069972.508 2993502941.134 3523317247.921 3602379257.482 7865204431.346 4663372328.578 2685721650.664 2594166304.999 713096599.353 913068102.917 993318696.965 747993111.130 1271730107.057 1384803283.070 729371691.540 827070187.942 -39759315.619 56599763.670 68469273.485 292860139.413 258788627.318 244376961.908 332465398.753 344728373.244 92809029.004 18766256.080 -146915356.845 806097077.030 782944945.211 640190035.043 287072208.639 233630034.647 374047828.732 435461315.947 
67 -1.0000 -1.0000 -1.0000 -0.6667 -0.3333 0.3333 5901746626.582 6552103013.785 2290316894.355 1782951818.817 2701069972.508 2993502941.134 3523317247.921 3602379257.482 7865204431.346 4663372328.578 2685721650.664 2594166304.999 713096599.353 913068102.917 993318696.965 747993111.130 1271730107.057 1384803283.070 729371691.540 827070187.942 -39759315.619 56599763.670 68469273.485 292860139.413 258788627.318 244376961.908 332465398.753 344728373.244 92809029.004 18766256.080 -146915356.845 806097077.030 782944945.211 640190035.043 287072208.639 233630034.647 374047828.732 435461315.947 
68 -1.0000 -1.0000 -1.0000 -0.6667 -0.3333 0.6667 5901746626.582 6552103013.785 2290316894.355 1782951818.817 2701069972.508 2993502941.134 3523317247.921 3602379257.482 7865204431.346 4663372328.578 2685721650.664 2594166304.999 713096599.353 913068102.917 993318696.965 747993111.130 1271730107.057 1384803283.070 729371691.540 827070187.942 -39759315.619 56599763.670 68469273.485 292860139.413 258788627.318 244376961.908 332465398.753 344728373.244 92809029.004 18766256.080 -146915356.845 806097077.030 782944945.211 640190035.043 287072208.639 233630034.647 374047828.732 435461315.947 
69 -1.0000 -1.0000 -1.0000 -0.6667 -0.3333 1.0000 5901746626.582 6552103013.785 2290316894.355 1782951818.817 2701069972.508 2993502941.134 3523317247.921 3602379257.482 7865204431.346 4663372328.578 2685721650.664 2594166304.999 713096599.353 913068102.917 993318696.965 747993111.130 1271730107.057 1384803283.070 729371691.540 827070187.942 -39759315.619 56599763.670 68469273.485 292860139.413 258788627.318 244376961.908 332465398.753 344728373.244 92809029.004 18766256.080 -146915356.845 806097077.030 782944945.211 640190035.043 287072208.639 233630034.647 374047828.732 435461315.947 
70 -1.0000 -1.0000 -1.0000 -0.6667 0.0000 -1.0000 5901746626.582 6552103013.785 2290316894.355 1782951818.817 2701069972.508 2993502941.134 3523317247.921 3602379257.482 7865204431.346 4663372328.578 2544997940.739 2476608318.425 724678850.159 738676309.267 1013811806.055 493584955.471 1234596651.739 1161459757.741 716423642.334 919934721.881 80404426.081 24165847.571 38039618.888 262088629.311 245268472.469 236363115.094 448627692.743 386957044.761 340078759.536 65051474.687 108940450.457 737995475.197 725564650.814 629264451.872 243238475.735 197198443.482 350776223.631 401093937.986 
71 -1.0000 -1.0000 -1.0000 -0.6667 0.0000 -0.6667 5901746626.582 6552103013.785 2290316894.355 1782951818.817 2701069972.508 2993502941.134 3523317247.921 3602379257.482 7865204431.346 4663372328.578 2544997940.739 2476608318.425 724678850.159 738676309.267 1013811806.055 493584955.471 1234596651.739 1161459757.741 716423642.334 919934721.881 80404426.081 24165847.571 38039618.888 262088629.311 245268472.469 236363115.094 448627692.743 386957044.761 340078759.536 65051474.687 108940450.457 737995475.197 725564650.814 629264451.872 243238475.735 197198443.482 350776223.631 401093937.986 
72 -1.0000 -1.0000 -1.0000 -0.6667 0.0000 -0.3333 5901746626.582 6552103013.785 2290316894.355 1782951818.817 2701069972.508 2993502941.134 3523317247.921 3602379257.482 7865204431.346 4663372328.578 2544997940.739 2476608318.425 724678850.159 738676309.267 1013811806.055 493584955.471 1234596651.739 1161459757.741 716423642.334 919934721.881 80404426.081 24165847.571 38039618.888 262088629.311 245268472.469 236363115.094 448627692.743 386957044.761 340078759.536 65051474.687 108940450.457 737995475.197 725564650.814 629264451.872 243238475.735 197198443.482 350776223.631 401093937.986 
